Geolocation,Commodity,Date,Area_Harvested_in_Hectares,Commodity_Type
region xi (davao region),palay,2024-03-01,9859.693333333335,rice
region xi (davao region),palay,2024-04-01,7840.29,rice
region xi (davao region),palay,2024-05-01,7840.29,rice
region xi (davao region),palay,2024-06-01,7840.29,rice
region xi (davao region),palay,2024-07-01,10837.496666666668,rice
region xi (davao region),palay,2024-08-01,10837.496666666668,rice
region xi (davao region),palay,2024-09-01,10837.496666666668,rice
region xi (davao region),palay,2024-10-01,8980.193333333335,rice
region xi (davao region),palay,2024-11-01,8980.193333333335,rice
region xi (davao region),palay,2024-12-01,8980.193333333335,rice
region xi (davao region),rainfed palay,2020-01-01,901.3333333333334,rice
region xi (davao region),rainfed palay,2020-02-01,901.3333333333334,rice
region xi (davao region),rainfed palay,2020-03-01,901.3333333333334,rice
region xi (davao region),rainfed palay,2020-04-01,1341.6666666666667,rice
region xi (davao region),rainfed palay,2020-05-01,1341.6666666666667,rice
region xi (davao region),rainfed palay,2020-06-01,1341.6666666666667,rice
region xi (davao region),rainfed palay,2020-07-01,1185.3333333333333,rice
region xi (davao region),rainfed palay,2020-08-01,1185.3333333333333,rice
region xi (davao region),rainfed palay,2020-09-01,1185.3333333333333,rice
region xi (davao region),rainfed palay,2020-10-01,1150.3333333333333,rice
region xi (davao region),rainfed palay,2020-11-01,1150.3333333333333,rice
region xi (davao region),rainfed palay,2020-12-01,1150.3333333333333,rice
region xi (davao region),rainfed palay,2021-01-01,1053.6666666666667,rice
region xi (davao region),rainfed palay,2021-02-01,1053.6666666666667,rice
region xi (davao region),rainfed palay,2021-03-01,1053.6666666666667,rice
region xi (davao region),rainfed palay,2021-04-01,1230.0,rice
region xi (davao region),rainfed palay,2021-05-01,1230.0,rice
region xi (davao region),rainfed palay,2021-06-01,1230.0,rice
region xi (davao region),rainfed palay,2021-07-01,1289.3333333333333,rice
region xi (davao region),rainfed palay,2021-08-01,1289.3333333333333,rice
region xi (davao region),rainfed palay,2021-09-01,1289.3333333333333,rice
region xi (davao region),rainfed palay,2021-10-01,1168.0,rice
region xi (davao region),rainfed palay,2021-11-01,1168.0,rice
region xi (davao region),rainfed palay,2021-12-01,1168.0,rice
region xi (davao region),rainfed palay,2022-01-01,1098.0,rice
region xi (davao region),rainfed palay,2022-02-01,1098.0,rice
region xi (davao region),rainfed palay,2022-03-01,1098.0,rice
region xi (davao region),rainfed palay,2022-04-01,1214.6666666666667,rice
region xi (davao region),rainfed palay,2022-05-01,1214.6666666666667,rice
region xi (davao region),rainfed palay,2022-06-01,1214.6666666666667,rice
region xi (davao region),rainfed palay,2022-07-01,1226.5,rice
region xi (davao region),rainfed palay,2022-08-01,1226.5,rice
region xi (davao region),rainfed palay,2022-09-01,1226.5,rice
region xi (davao region),rainfed palay,2022-10-01,1167.3333333333333,rice
region xi (davao region),rainfed palay,2022-11-01,1167.3333333333333,rice
region xi (davao region),rainfed palay,2022-12-01,1167.3333333333333,rice
region xi (davao region),rainfed palay,2023-01-01,975.8433333333334,rice
region xi (davao region),rainfed palay,2023-02-01,975.8433333333334,rice
region xi (davao region),rainfed palay,2023-03-01,975.8433333333334,rice
region xi (davao region),rainfed palay,2023-04-01,1211.6966666666667,rice
region xi (davao region),rainfed palay,2023-05-01,1211.6966666666667,rice
region xi (davao region),rainfed palay,2023-06-01,1211.6966666666667,rice
region xi (davao region),rainfed palay,2023-07-01,1202.5533333333333,rice
region xi (davao region),rainfed palay,2023-08-01,1202.5533333333333,rice
region xi (davao region),rainfed palay,2023-09-01,1202.5533333333333,rice
region xi (davao region),rainfed palay,2023-10-01,1194.0,rice
region xi (davao region),rainfed palay,2023-11-01,1194.0,rice
region xi (davao region),rainfed palay,2023-12-01,1194.0,rice
region xi (davao region),rainfed palay,2024-01-01,969.6666666666666,rice
region xi (davao region),rainfed palay,2024-02-01,969.6666666666666,rice
region xi (davao region),rainfed palay,2024-03-01,969.6666666666666,rice
region xi (davao region),rainfed palay,2024-04-01,1180.6666666666667,rice
region xi (davao region),rainfed palay,2024-05-01,1180.6666666666667,rice
region xi (davao region),rainfed palay,2024-06-01,1180.6666666666667,rice
region xi (davao region),rainfed palay,2024-07-01,1286.4533333333334,rice
region xi (davao region),rainfed palay,2024-08-01,1286.4533333333334,rice
region xi (davao region),rainfed palay,2024-09-01,1286.4533333333334,rice
region xi (davao region),rainfed palay,2024-10-01,1397.7933333333333,rice
region xi (davao region),rainfed palay,2024-11-01,1397.7933333333333,rice
region xi (davao region),rainfed palay,2024-12-01,1397.7933333333333,rice
region xi (davao region),white corn,2020-01-01,10511.666666666666,corn
region xi (davao region),white corn,2020-02-01,10511.666666666666,corn
region xi (davao region),white corn,2020-03-01,10511.666666666666,corn
region xi (davao region),white corn,2020-04-01,9157.333333333334,corn
region xi (davao region),white corn,2020-05-01,9157.333333333334,corn
region xi (davao region),white corn,2020-06-01,9157.333333333334,corn
region xi (davao region),white corn,2020-07-01,12983.166666666666,corn
region xi (davao region),white corn,2020-08-01,12983.166666666666,corn
region xi (davao region),white corn,2020-09-01,12983.166666666666,corn
region xi (davao region),white corn,2020-10-01,16086.633333333333,corn
region xi (davao region),white corn,2020-11-01,16086.633333333333,corn
region xi (davao region),white corn,2020-12-01,16086.633333333333,corn
region xi (davao region),white corn,2021-01-01,10989.333333333334,corn
region xi (davao region),white corn,2021-02-01,10989.333333333334,corn
region xi (davao region),white corn,2021-03-01,10989.333333333334,corn
region xi (davao region),white corn,2021-04-01,10278.0,corn
region xi (davao region),white corn,2021-05-01,10278.0,corn
region xi (davao region),white corn,2021-06-01,10278.0,corn
region xi (davao region),white corn,2021-07-01,12879.666666666666,corn
region xi (davao region),white corn,2021-08-01,12879.666666666666,corn
region xi (davao region),white corn,2021-09-01,12879.666666666666,corn
region xi (davao region),white corn,2021-10-01,16348.333333333334,corn
region xi (davao region),white corn,2021-11-01,16348.333333333334,corn
region xi (davao region),white corn,2021-12-01,16348.333333333334,corn
region xi (davao region),white corn,2022-01-01,10787.333333333334,corn
region xi (davao region),white corn,2022-02-01,10787.333333333334,corn
region xi (davao region),white corn,2022-03-01,10787.333333333334,corn
region xi (davao region),white corn,2022-04-01,10675.666666666666,corn
region xi (davao region),white corn,2022-05-01,10675.666666666666,corn
region xi (davao region),white corn,2022-06-01,10675.666666666666,corn
region xi (davao region),white corn,2022-07-01,13040.333333333334,corn
region xi (davao region),white corn,2022-08-01,13040.333333333334,corn
region xi (davao region),white corn,2022-09-01,13040.333333333334,corn
region xi (davao region),white corn,2022-10-01,15886.333333333334,corn
region xi (davao region),white corn,2022-11-01,15886.333333333334,corn
region xi (davao region),white corn,2022-12-01,15886.333333333334,corn
region xi (davao region),white corn,2023-01-01,10967.720000000001,corn
region xi (davao region),white corn,2023-02-01,10967.720000000001,corn
region xi (davao region),white corn,2023-03-01,10967.720000000001,corn
region xi (davao region),white corn,2023-04-01,10560.983333333334,corn
region xi (davao region),white corn,2023-05-01,10560.983333333334,corn
region xi (davao region),white corn,2023-06-01,10560.983333333334,corn
region xi (davao region),white corn,2023-07-01,13175.506666666666,corn
region xi (davao region),white corn,2023-08-01,13175.506666666666,corn
region xi (davao region),white corn,2023-09-01,13175.506666666666,corn
region xi (davao region),white corn,2023-10-01,15903.326666666668,corn
region xi (davao region),white corn,2023-11-01,15903.326666666668,corn
region xi (davao region),white corn,2023-12-01,15903.326666666668,corn
region xi (davao region),white corn,2024-01-01,10989.666666666666,corn
region xi (davao region),white corn,2024-02-01,10989.666666666666,corn
region xi (davao region),white corn,2024-03-01,10989.666666666666,corn
region xi (davao region),white corn,2024-04-01,10376.303333333333,corn
region xi (davao region),white corn,2024-05-01,10376.303333333333,corn
region xi (davao region),white corn,2024-06-01,10376.303333333333,corn
region xi (davao region),white corn,2024-07-01,12327.026666666667,corn
region xi (davao region),white corn,2024-08-01,12327.026666666667,corn
region xi (davao region),white corn,2024-09-01,12327.026666666667,corn
region xi (davao region),white corn,2024-10-01,16609.666666666668,corn
region xi (davao region),white corn,2024-11-01,16609.666666666668,corn
region xi (davao region),white corn,2024-12-01,16609.666666666668,corn
region xi (davao region),yellow corn,2020-01-01,2145.3333333333335,corn
region xi (davao region),yellow corn,2020-02-01,2145.3333333333335,corn
region xi (davao region),yellow corn,2020-03-01,2145.3333333333335,corn
region xi (davao region),yellow corn,2020-04-01,1519.6666666666667,corn
region xi (davao region),yellow corn,2020-05-01,1519.6666666666667,corn
region xi (davao region),yellow corn,2020-06-01,1519.6666666666667,corn
region xi (davao region),yellow corn,2020-07-01,2350.3333333333335,corn
region xi (davao region),yellow corn,2020-08-01,2350.3333333333335,corn
region xi (davao region),yellow corn,2020-09-01,2350.3333333333335,corn
region xi (davao region),yellow corn,2020-10-01,1685.33,corn
region xi (davao region),yellow corn,2020-11-01,1685.33,corn
region xi (davao region),yellow corn,2020-12-01,1685.33,corn
region xi (davao region),yellow corn,2021-01-01,2166.6666666666665,corn
region xi (davao region),yellow corn,2021-02-01,2166.6666666666665,corn
region xi (davao region),yellow corn,2021-03-01,2166.6666666666665,corn
region xi (davao region),yellow corn,2021-04-01,1767.0,corn
region xi (davao region),yellow corn,2021-05-01,1767.0,corn
region xi (davao region),yellow corn,2021-06-01,1767.0,corn
region xi (davao region),yellow corn,2021-07-01,2314.3333333333335,corn
region xi (davao region),yellow corn,2021-08-01,2314.3333333333335,corn
region xi (davao region),yellow corn,2021-09-01,2314.3333333333335,corn
region xi (davao region),yellow corn,2021-10-01,1688.3333333333333,corn
region xi (davao region),yellow corn,2021-11-01,1688.3333333333333,corn
region xi (davao region),yellow corn,2021-12-01,1688.3333333333333,corn
region xi (davao region),yellow corn,2022-01-01,2368.3333333333335,corn
region xi (davao region),yellow corn,2022-02-01,2368.3333333333335,corn
region xi (davao region),yellow corn,2022-03-01,2368.3333333333335,corn
region xi (davao region),yellow corn,2022-04-01,1935.0,corn
region xi (davao region),yellow corn,2022-05-01,1935.0,corn
region xi (davao region),yellow corn,2022-06-01,1935.0,corn
region xi (davao region),yellow corn,2022-07-01,2372.3333333333335,corn
region xi (davao region),yellow corn,2022-08-01,2372.3333333333335,corn
region xi (davao region),yellow corn,2022-09-01,2372.3333333333335,corn
region xi (davao region),yellow corn,2022-10-01,1605.3333333333333,corn
region xi (davao region),yellow corn,2022-11-01,1605.3333333333333,corn
region xi (davao region),yellow corn,2022-12-01,1605.3333333333333,corn
region xi (davao region),yellow corn,2023-01-01,2314.0,corn
region xi (davao region),yellow corn,2023-02-01,2314.0,corn
region xi (davao region),yellow corn,2023-03-01,2314.0,corn
region xi (davao region),yellow corn,2023-04-01,1849.993333333333,corn
region xi (davao region),yellow corn,2023-05-01,1849.993333333333,corn
region xi (davao region),yellow corn,2023-06-01,1849.993333333333,corn
region xi (davao region),yellow corn,2023-07-01,2331.096666666667,corn
region xi (davao region),yellow corn,2023-08-01,2331.096666666667,corn
region xi (davao region),yellow corn,2023-09-01,2331.096666666667,corn
region xi (davao region),yellow corn,2023-10-01,1655.6666666666667,corn
region xi (davao region),yellow corn,2023-11-01,1655.6666666666667,corn
region xi (davao region),yellow corn,2023-12-01,1655.6666666666667,corn
region xi (davao region),yellow corn,2024-01-01,2296.9266666666667,corn
region xi (davao region),yellow corn,2024-02-01,2296.9266666666667,corn
region xi (davao region),yellow corn,2024-03-01,2296.9266666666667,corn
region xi (davao region),yellow corn,2024-04-01,1815.71,corn
region xi (davao region),yellow corn,2024-05-01,1815.71,corn
region xi (davao region),yellow corn,2024-06-01,1815.71,corn
region xi (davao region),yellow corn,2024-07-01,2315.5666666666666,corn
region xi (davao region),yellow corn,2024-08-01,2315.5666666666666,corn
region xi (davao region),yellow corn,2024-09-01,2315.5666666666666,corn
region xi (davao region),yellow corn,2024-10-01,1697.67,corn
region xi (davao region),yellow corn,2024-11-01,1697.67,corn
region xi (davao region),yellow corn,2024-12-01,1697.67,corn
region xii (soccsksargen),corn,2020-01-01,33339.003333333334,corn
region xii (soccsksargen),corn,2020-02-01,33339.003333333334,corn
region xii (soccsksargen),corn,2020-03-01,33339.003333333334,corn
region xii (soccsksargen),corn,2020-04-01,10459.826666666666,corn
region xii (soccsksargen),corn,2020-05-01,10459.826666666666,corn
region xii (soccsksargen),corn,2020-06-01,10459.826666666666,corn
region xii (soccsksargen),corn,2020-07-01,45407.666666666664,corn
region xii (soccsksargen),corn,2020-08-01,45407.666666666664,corn
region xii (soccsksargen),corn,2020-09-01,45407.666666666664,corn
region xii (soccsksargen),corn,2020-10-01,40316.666666666664,corn
region xii (soccsksargen),corn,2020-11-01,40316.666666666664,corn
region xii (soccsksargen),corn,2020-12-01,40316.666666666664,corn
region xii (soccsksargen),corn,2021-01-01,33633.666666666664,corn
region xii (soccsksargen),corn,2021-02-01,33633.666666666664,corn
region xii (soccsksargen),corn,2021-03-01,33633.666666666664,corn
region xii (soccsksargen),corn,2021-04-01,13947.0,corn
region xii (soccsksargen),corn,2021-05-01,13947.0,corn
region xii (soccsksargen),corn,2021-06-01,13947.0,corn
region xii (soccsksargen),corn,2021-07-01,43768.333333333336,corn
region xii (soccsksargen),corn,2021-08-01,43768.333333333336,corn
region xii (soccsksargen),corn,2021-09-01,43768.333333333336,corn
region xii (soccsksargen),corn,2021-10-01,41105.333333333336,corn
region xii (soccsksargen),corn,2021-11-01,41105.333333333336,corn
region xii (soccsksargen),corn,2021-12-01,41105.333333333336,corn
region xii (soccsksargen),corn,2022-01-01,30618.86666666667,corn
region xii (soccsksargen),corn,2022-02-01,30618.86666666667,corn
region xii (soccsksargen),corn,2022-03-01,30618.86666666667,corn
region xii (soccsksargen),corn,2022-04-01,13481.99,corn
region xii (soccsksargen),corn,2022-05-01,13481.99,corn
region xii (soccsksargen),corn,2022-06-01,13481.99,corn
region xii (soccsksargen),corn,2022-07-01,42110.333333333336,corn
region xii (soccsksargen),corn,2022-08-01,42110.333333333336,corn
region xii (soccsksargen),corn,2022-09-01,42110.333333333336,corn
region xii (soccsksargen),corn,2022-10-01,40062.46333333333,corn
region xii (soccsksargen),corn,2022-11-01,40062.46333333333,corn
region xii (soccsksargen),corn,2022-12-01,40062.46333333333,corn
region xii (soccsksargen),corn,2023-01-01,29947.333333333332,corn
region xii (soccsksargen),corn,2023-02-01,29947.333333333332,corn
region xii (soccsksargen),corn,2023-03-01,29947.333333333332,corn
region xii (soccsksargen),corn,2023-04-01,13465.333333333334,corn
region xii (soccsksargen),corn,2023-05-01,13465.333333333334,corn
region xii (soccsksargen),corn,2023-06-01,13465.333333333334,corn
region xii (soccsksargen),corn,2023-07-01,42911.69666666666,corn
region xii (soccsksargen),corn,2023-08-01,42911.69666666666,corn
region xii (soccsksargen),corn,2023-09-01,42911.69666666666,corn
region xii (soccsksargen),corn,2023-10-01,41173.666666666664,corn
region xii (soccsksargen),corn,2023-11-01,41173.666666666664,corn
region xii (soccsksargen),corn,2023-12-01,41173.666666666664,corn
region xii (soccsksargen),corn,2024-01-01,28592.66,corn
region xii (soccsksargen),corn,2024-02-01,28592.66,corn
region xii (soccsksargen),corn,2024-03-01,28592.66,corn
region xii (soccsksargen),corn,2024-04-01,9108.326666666666,corn
region xii (soccsksargen),corn,2024-05-01,9108.326666666666,corn
region xii (soccsksargen),corn,2024-06-01,9108.326666666666,corn
region xii (soccsksargen),corn,2024-07-01,43018.659999999996,corn
region xii (soccsksargen),corn,2024-08-01,43018.659999999996,corn
region xii (soccsksargen),corn,2024-09-01,43018.659999999996,corn
region xii (soccsksargen),corn,2024-10-01,41205.32666666667,corn
region xii (soccsksargen),corn,2024-11-01,41205.32666666667,corn
region xii (soccsksargen),corn,2024-12-01,41205.32666666667,corn
region xii (soccsksargen),irrigated palay,2020-01-01,30617.333333333332,rice
region xii (soccsksargen),irrigated palay,2020-02-01,30617.333333333332,rice
region xii (soccsksargen),irrigated palay,2020-03-01,30617.333333333332,rice
region xii (soccsksargen),irrigated palay,2020-04-01,7673.66,rice
region xii (soccsksargen),irrigated palay,2020-05-01,7673.66,rice
region xii (soccsksargen),irrigated palay,2020-06-01,7673.66,rice
region xii (soccsksargen),irrigated palay,2020-07-01,25381.28,rice
region xii (soccsksargen),irrigated palay,2020-08-01,25381.28,rice
region xii (soccsksargen),irrigated palay,2020-09-01,25381.28,rice
region xii (soccsksargen),irrigated palay,2020-10-01,23938.333333333332,rice
region xii (soccsksargen),irrigated palay,2020-11-01,23938.333333333332,rice
region xii (soccsksargen),irrigated palay,2020-12-01,23938.333333333332,rice
region xii (soccsksargen),irrigated palay,2021-01-01,31937.666666666668,rice
region xii (soccsksargen),irrigated palay,2021-02-01,31937.666666666668,rice
region xii (soccsksargen),irrigated palay,2021-03-01,31937.666666666668,rice
region xii (soccsksargen),irrigated palay,2021-04-01,6931.66,rice
region xii (soccsksargen),irrigated palay,2021-05-01,6931.66,rice
region xii (soccsksargen),irrigated palay,2021-06-01,6931.66,rice
region xii (soccsksargen),irrigated palay,2021-07-01,28769.91,rice
region xii (soccsksargen),irrigated palay,2021-08-01,28769.91,rice
region xii (soccsksargen),irrigated palay,2021-09-01,28769.91,rice
region xii (soccsksargen),irrigated palay,2021-10-01,22985.666666666668,rice
region xii (soccsksargen),irrigated palay,2021-11-01,22985.666666666668,rice
region xii (soccsksargen),irrigated palay,2021-12-01,22985.666666666668,rice
region xii (soccsksargen),irrigated palay,2022-01-01,31048.073333333334,rice
region xii (soccsksargen),irrigated palay,2022-02-01,31048.073333333334,rice
region xii (soccsksargen),irrigated palay,2022-03-01,31048.073333333334,rice
region xii (soccsksargen),irrigated palay,2022-04-01,8389.173333333334,rice
region xii (soccsksargen),irrigated palay,2022-05-01,8389.173333333334,rice
region xii (soccsksargen),irrigated palay,2022-06-01,8389.173333333334,rice
region xii (soccsksargen),irrigated palay,2022-07-01,26953.0,rice
region xii (soccsksargen),irrigated palay,2022-08-01,26953.0,rice
region xii (soccsksargen),irrigated palay,2022-09-01,26953.0,rice
region xii (soccsksargen),irrigated palay,2022-10-01,23136.666666666668,rice
region xii (soccsksargen),irrigated palay,2022-11-01,23136.666666666668,rice
region xii (soccsksargen),irrigated palay,2022-12-01,23136.666666666668,rice
region xii (soccsksargen),irrigated palay,2023-01-01,30100.666666666668,rice
region xii (soccsksargen),irrigated palay,2023-02-01,30100.666666666668,rice
region xii (soccsksargen),irrigated palay,2023-03-01,30100.666666666668,rice
region xii (soccsksargen),irrigated palay,2023-04-01,8753.996666666668,rice
region xii (soccsksargen),irrigated palay,2023-05-01,8753.996666666668,rice
region xii (soccsksargen),irrigated palay,2023-06-01,8753.996666666668,rice
region xii (soccsksargen),irrigated palay,2023-07-01,26859.663333333334,rice
region xii (soccsksargen),irrigated palay,2023-08-01,26859.663333333334,rice
region xii (soccsksargen),irrigated palay,2023-09-01,26859.663333333334,rice
region xii (soccsksargen),irrigated palay,2023-10-01,23543.333333333332,rice
region xii (soccsksargen),irrigated palay,2023-11-01,23543.333333333332,rice
region xii (soccsksargen),irrigated palay,2023-12-01,23543.333333333332,rice
region xii (soccsksargen),irrigated palay,2024-01-01,29685.99666666667,rice
region xii (soccsksargen),irrigated palay,2024-02-01,29685.99666666667,rice
region xii (soccsksargen),irrigated palay,2024-03-01,29685.99666666667,rice
region xii (soccsksargen),irrigated palay,2024-04-01,6823.68,rice
region xii (soccsksargen),irrigated palay,2024-05-01,6823.68,rice
region xii (soccsksargen),irrigated palay,2024-06-01,6823.68,rice
region xii (soccsksargen),irrigated palay,2024-07-01,26880.99666666667,rice
region xii (soccsksargen),irrigated palay,2024-08-01,26880.99666666667,rice
region xii (soccsksargen),irrigated palay,2024-09-01,26880.99666666667,rice
region xii (soccsksargen),irrigated palay,2024-10-01,23411.99666666667,rice
region xii (soccsksargen),irrigated palay,2024-11-01,23411.99666666667,rice
region xii (soccsksargen),irrigated palay,2024-12-01,23411.99666666667,rice
region xii (soccsksargen),palay,2020-01-01,37131.333333333336,rice
region xii (soccsksargen),palay,2020-02-01,37131.333333333336,rice
region xii (soccsksargen),palay,2020-03-01,37131.333333333336,rice
region xii (soccsksargen),palay,2020-04-01,8521.993333333334,rice
region xii (soccsksargen),palay,2020-05-01,8521.993333333334,rice
region xii (soccsksargen),palay,2020-06-01,8521.993333333334,rice
region xii (soccsksargen),palay,2020-07-01,32660.27666666667,rice
region xii (soccsksargen),palay,2020-08-01,32660.27666666667,rice
region xii (soccsksargen),palay,2020-09-01,32660.27666666667,rice
region xii (soccsksargen),palay,2020-10-01,33248.66333333334,rice
region xii (soccsksargen),palay,2020-11-01,33248.66333333334,rice
region xii (soccsksargen),palay,2020-12-01,33248.66333333334,rice
region xii (soccsksargen),palay,2021-01-01,38882.666666666664,rice
region xii (soccsksargen),palay,2021-02-01,38882.666666666664,rice
region xii (soccsksargen),palay,2021-03-01,38882.666666666664,rice
region xii (soccsksargen),palay,2021-04-01,7935.323333333334,rice
region xii (soccsksargen),palay,2021-05-01,7935.323333333334,rice
region xii (soccsksargen),palay,2021-06-01,7935.323333333334,rice
region xii (soccsksargen),palay,2021-07-01,36709.57666666667,rice
region xii (soccsksargen),palay,2021-08-01,36709.57666666667,rice
region xii (soccsksargen),palay,2021-09-01,36709.57666666667,rice
region xii (soccsksargen),palay,2021-10-01,31964.333333333332,rice
region xii (soccsksargen),palay,2021-11-01,31964.333333333332,rice
region xii (soccsksargen),palay,2021-12-01,31964.333333333332,rice
region xii (soccsksargen),palay,2022-01-01,37775.073333333334,rice
region xii (soccsksargen),palay,2022-02-01,37775.073333333334,rice
region xii (soccsksargen),palay,2022-03-01,37775.073333333334,rice
region xii (soccsksargen),palay,2022-04-01,9415.553333333333,rice
region xii (soccsksargen),palay,2022-05-01,9415.553333333333,rice
region xii (soccsksargen),palay,2022-06-01,9415.553333333333,rice
region xii (soccsksargen),palay,2022-07-01,34648.666666666664,rice
region xii (soccsksargen),palay,2022-08-01,34648.666666666664,rice
region xii (soccsksargen),palay,2022-09-01,34648.666666666664,rice
region xii (soccsksargen),palay,2022-10-01,31768.666666666668,rice
region xii (soccsksargen),palay,2022-11-01,31768.666666666668,rice
region xii (soccsksargen),palay,2022-12-01,31768.666666666668,rice
region xii (soccsksargen),palay,2023-01-01,36750.0,rice
region xii (soccsksargen),palay,2023-02-01,36750.0,rice
region xii (soccsksargen),palay,2023-03-01,36750.0,rice
region xii (soccsksargen),palay,2023-04-01,9859.993333333334,rice
region xii (soccsksargen),palay,2023-05-01,9859.993333333334,rice
region xii (soccsksargen),palay,2023-06-01,9859.993333333334,rice
region xii (soccsksargen),palay,2023-07-01,34278.99333333333,rice
region xii (soccsksargen),palay,2023-08-01,34278.99333333333,rice
region xii (soccsksargen),palay,2023-09-01,34278.99333333333,rice
region xii (soccsksargen),palay,2023-10-01,32007.333333333332,rice
region xii (soccsksargen),palay,2023-11-01,32007.333333333332,rice
region xii (soccsksargen),palay,2023-12-01,32007.333333333332,rice
region xii (soccsksargen),palay,2024-01-01,36577.99333333333,rice
region xii (soccsksargen),palay,2024-02-01,36577.99333333333,rice
region xii (soccsksargen),palay,2024-03-01,36577.99333333333,rice
region xii (soccsksargen),palay,2024-04-01,7577.343333333333,rice
region xii (soccsksargen),palay,2024-05-01,7577.343333333333,rice
region xii (soccsksargen),palay,2024-06-01,7577.343333333333,rice
region xii (soccsksargen),palay,2024-07-01,34455.56,rice
region xii (soccsksargen),palay,2024-08-01,34455.56,rice
region xii (soccsksargen),palay,2024-09-01,34455.56,rice
region xii (soccsksargen),palay,2024-10-01,32131.993333333332,rice
region xii (soccsksargen),palay,2024-11-01,32131.993333333332,rice
region xii (soccsksargen),palay,2024-12-01,32131.993333333332,rice
region xii (soccsksargen),rainfed palay,2020-01-01,6514.0,rice
region xii (soccsksargen),rainfed palay,2020-02-01,6514.0,rice
region xii (soccsksargen),rainfed palay,2020-03-01,6514.0,rice
region xii (soccsksargen),rainfed palay,2020-04-01,848.3333333333334,rice
region xii (soccsksargen),rainfed palay,2020-05-01,848.3333333333334,rice
region xii (soccsksargen),rainfed palay,2020-06-01,848.3333333333334,rice
region xii (soccsksargen),rainfed palay,2020-07-01,7278.996666666667,rice
region xii (soccsksargen),rainfed palay,2020-08-01,7278.996666666667,rice
region xii (soccsksargen),rainfed palay,2020-09-01,7278.996666666667,rice
region xii (soccsksargen),rainfed palay,2020-10-01,9310.33,rice
region xii (soccsksargen),rainfed palay,2020-11-01,9310.33,rice
region xii (soccsksargen),rainfed palay,2020-12-01,9310.33,rice
region xii (soccsksargen),rainfed palay,2021-01-01,6945.0,rice
region xii (soccsksargen),rainfed palay,2021-02-01,6945.0,rice
region xii (soccsksargen),rainfed palay,2021-03-01,6945.0,rice
region xii (soccsksargen),rainfed palay,2021-04-01,1003.6633333333333,rice
region xii (soccsksargen),rainfed palay,2021-05-01,1003.6633333333333,rice
region xii (soccsksargen),rainfed palay,2021-06-01,1003.6633333333333,rice
region xii (soccsksargen),rainfed palay,2021-07-01,7939.666666666667,rice
region xii (soccsksargen),rainfed palay,2021-08-01,7939.666666666667,rice
region xii (soccsksargen),rainfed palay,2021-09-01,7939.666666666667,rice
region xii (soccsksargen),rainfed palay,2021-10-01,8978.666666666666,rice
region xii (soccsksargen),rainfed palay,2021-11-01,8978.666666666666,rice
region xii (soccsksargen),rainfed palay,2021-12-01,8978.666666666666,rice
region xii (soccsksargen),rainfed palay,2022-01-01,6727.0,rice
region xii (soccsksargen),rainfed palay,2022-02-01,6727.0,rice
region xii (soccsksargen),rainfed palay,2022-03-01,6727.0,rice
region xii (soccsksargen),rainfed palay,2022-04-01,1026.3799999999999,rice
region xii (soccsksargen),rainfed palay,2022-05-01,1026.3799999999999,rice
region xii (soccsksargen),rainfed palay,2022-06-01,1026.3799999999999,rice
region xii (soccsksargen),rainfed palay,2022-07-01,7695.666666666667,rice
region xii (soccsksargen),rainfed palay,2022-08-01,7695.666666666667,rice
region xii (soccsksargen),rainfed palay,2022-09-01,7695.666666666667,rice
region xii (soccsksargen),rainfed palay,2022-10-01,8632.0,rice
region xii (soccsksargen),rainfed palay,2022-11-01,8632.0,rice
region xii (soccsksargen),rainfed palay,2022-12-01,8632.0,rice
region xii (soccsksargen),rainfed palay,2023-01-01,6649.333333333333,rice
region xii (soccsksargen),rainfed palay,2023-02-01,6649.333333333333,rice
region xii (soccsksargen),rainfed palay,2023-03-01,6649.333333333333,rice
region xii (soccsksargen),rainfed palay,2023-04-01,1105.9966666666667,rice
region xii (soccsksargen),rainfed palay,2023-05-01,1105.9966666666667,rice
region xii (soccsksargen),rainfed palay,2023-06-01,1105.9966666666667,rice
region xii (soccsksargen),rainfed palay,2023-07-01,7419.330000000001,rice
region xii (soccsksargen),rainfed palay,2023-08-01,7419.330000000001,rice
region xii (soccsksargen),rainfed palay,2023-09-01,7419.330000000001,rice
region xii (soccsksargen),rainfed palay,2023-10-01,8464.0,rice
region xii (soccsksargen),rainfed palay,2023-11-01,8464.0,rice
region xii (soccsksargen),rainfed palay,2023-12-01,8464.0,rice
region xii (soccsksargen),rainfed palay,2024-01-01,6891.996666666667,rice
region xii (soccsksargen),rainfed palay,2024-02-01,6891.996666666667,rice
region xii (soccsksargen),rainfed palay,2024-03-01,6891.996666666667,rice
region xii (soccsksargen),rainfed palay,2024-04-01,753.6633333333333,rice
region xii (soccsksargen),rainfed palay,2024-05-01,753.6633333333333,rice
region xii (soccsksargen),rainfed palay,2024-06-01,753.6633333333333,rice
region xii (soccsksargen),rainfed palay,2024-07-01,7574.563333333333,rice
region xii (soccsksargen),rainfed palay,2024-08-01,7574.563333333333,rice
region xii (soccsksargen),rainfed palay,2024-09-01,7574.563333333333,rice
region xii (soccsksargen),rainfed palay,2024-10-01,8719.996666666668,rice
region xii (soccsksargen),rainfed palay,2024-11-01,8719.996666666668,rice
region xii (soccsksargen),rainfed palay,2024-12-01,8719.996666666668,rice
