Geolocation,Commodity,Date,Production_Volume_by_MetricTons,Commodity_Type
region x (northern mindanao),rainfed palay,2021-04-01,2716.2966666666666,rice
region x (northern mindanao),rainfed palay,2021-05-01,2716.2966666666666,rice
region x (northern mindanao),rainfed palay,2021-06-01,2716.2966666666666,rice
region x (northern mindanao),rainfed palay,2021-07-01,12741.0,rice
region x (northern mindanao),rainfed palay,2021-08-01,12741.0,rice
region x (northern mindanao),rainfed palay,2021-09-01,12741.0,rice
region x (northern mindanao),rainfed palay,2021-10-01,7086.193333333334,rice
region x (northern mindanao),rainfed palay,2021-11-01,7086.193333333334,rice
region x (northern mindanao),rainfed palay,2021-12-01,7086.193333333334,rice
region x (northern mindanao),rainfed palay,2022-01-01,5440.753333333333,rice
region x (northern mindanao),rainfed palay,2022-02-01,5440.753333333333,rice
region x (northern mindanao),rainfed palay,2022-03-01,5440.753333333333,rice
region x (northern mindanao),rainfed palay,2022-04-01,3487.0833333333335,rice
region x (northern mindanao),rainfed palay,2022-05-01,3487.0833333333335,rice
region x (northern mindanao),rainfed palay,2022-06-01,3487.0833333333335,rice
region x (northern mindanao),rainfed palay,2022-07-01,15209.413333333332,rice
region x (northern mindanao),rainfed palay,2022-08-01,15209.413333333332,rice
region x (northern mindanao),rainfed palay,2022-09-01,15209.413333333332,rice
region x (northern mindanao),rainfed palay,2022-10-01,7137.263333333333,rice
region x (northern mindanao),rainfed palay,2022-11-01,7137.263333333333,rice
region x (northern mindanao),rainfed palay,2022-12-01,7137.263333333333,rice
region x (northern mindanao),rainfed palay,2023-01-01,5702.766666666666,rice
region x (northern mindanao),rainfed palay,2023-02-01,5702.766666666666,rice
region x (northern mindanao),rainfed palay,2023-03-01,5702.766666666666,rice
region x (northern mindanao),rainfed palay,2023-04-01,3776.3333333333335,rice
region x (northern mindanao),rainfed palay,2023-05-01,3776.3333333333335,rice
region x (northern mindanao),rainfed palay,2023-06-01,3776.3333333333335,rice
region x (northern mindanao),rainfed palay,2023-07-01,15171.4,rice
region x (northern mindanao),rainfed palay,2023-08-01,15171.4,rice
region x (northern mindanao),rainfed palay,2023-09-01,15171.4,rice
region x (northern mindanao),rainfed palay,2023-10-01,8568.28,rice
region x (northern mindanao),rainfed palay,2023-11-01,8568.28,rice
region x (northern mindanao),rainfed palay,2023-12-01,8568.28,rice
region x (northern mindanao),rainfed palay,2024-01-01,5421.083333333333,rice
region x (northern mindanao),rainfed palay,2024-02-01,5421.083333333333,rice
region x (northern mindanao),rainfed palay,2024-03-01,5421.083333333333,rice
region x (northern mindanao),rainfed palay,2024-04-01,4217.123333333334,rice
region x (northern mindanao),rainfed palay,2024-05-01,4217.123333333334,rice
region x (northern mindanao),rainfed palay,2024-06-01,4217.123333333334,rice
region x (northern mindanao),rainfed palay,2024-07-01,14143.589999999998,rice
region x (northern mindanao),rainfed palay,2024-08-01,14143.589999999998,rice
region x (northern mindanao),rainfed palay,2024-09-01,14143.589999999998,rice
region x (northern mindanao),rainfed palay,2024-10-01,12764.883333333333,rice
region x (northern mindanao),rainfed palay,2024-11-01,12764.883333333333,rice
region x (northern mindanao),rainfed palay,2024-12-01,12764.883333333333,rice
region x (northern mindanao),white corn,2020-01-01,37112.31,corn
region x (northern mindanao),white corn,2020-02-01,37112.31,corn
region x (northern mindanao),white corn,2020-03-01,37112.31,corn
region x (northern mindanao),white corn,2020-04-01,8645.533333333333,corn
region x (northern mindanao),white corn,2020-05-01,8645.533333333333,corn
region x (northern mindanao),white corn,2020-06-01,8645.533333333333,corn
region x (northern mindanao),white corn,2020-07-01,80067.08333333333,corn
region x (northern mindanao),white corn,2020-08-01,80067.08333333333,corn
region x (northern mindanao),white corn,2020-09-01,80067.08333333333,corn
region x (northern mindanao),white corn,2020-10-01,43301.72,corn
region x (northern mindanao),white corn,2020-11-01,43301.72,corn
region x (northern mindanao),white corn,2020-12-01,43301.72,corn
region x (northern mindanao),white corn,2021-01-01,31939.58,corn
region x (northern mindanao),white corn,2021-02-01,31939.58,corn
region x (northern mindanao),white corn,2021-03-01,31939.58,corn
region x (northern mindanao),white corn,2021-04-01,14010.106666666667,corn
region x (northern mindanao),white corn,2021-05-01,14010.106666666667,corn
region x (northern mindanao),white corn,2021-06-01,14010.106666666667,corn
region x (northern mindanao),white corn,2021-07-01,81095.40000000001,corn
region x (northern mindanao),white corn,2021-08-01,81095.40000000001,corn
region x (northern mindanao),white corn,2021-09-01,81095.40000000001,corn
region x (northern mindanao),white corn,2021-10-01,45300.16,corn
region x (northern mindanao),white corn,2021-11-01,45300.16,corn
region x (northern mindanao),white corn,2021-12-01,45300.16,corn
region x (northern mindanao),white corn,2022-01-01,29058.166666666668,corn
region x (northern mindanao),white corn,2022-02-01,29058.166666666668,corn
region x (northern mindanao),white corn,2022-03-01,29058.166666666668,corn
region x (northern mindanao),white corn,2022-04-01,15066.596666666666,corn
region x (northern mindanao),white corn,2022-05-01,15066.596666666666,corn
region x (northern mindanao),white corn,2022-06-01,15066.596666666666,corn
region x (northern mindanao),white corn,2022-07-01,79803.96333333333,corn
region x (northern mindanao),white corn,2022-08-01,79803.96333333333,corn
region x (northern mindanao),white corn,2022-09-01,79803.96333333333,corn
region x (northern mindanao),white corn,2022-10-01,47718.50666666666,corn
region x (northern mindanao),white corn,2022-11-01,47718.50666666666,corn
region x (northern mindanao),white corn,2022-12-01,47718.50666666666,corn
region x (northern mindanao),white corn,2023-01-01,27220.13,corn
region x (northern mindanao),white corn,2023-02-01,27220.13,corn
region x (northern mindanao),white corn,2023-03-01,27220.13,corn
region x (northern mindanao),white corn,2023-04-01,13525.596666666666,corn
region x (northern mindanao),white corn,2023-05-01,13525.596666666666,corn
region x (northern mindanao),white corn,2023-06-01,13525.596666666666,corn
region x (northern mindanao),white corn,2023-07-01,63833.65333333333,corn
region x (northern mindanao),white corn,2023-08-01,63833.65333333333,corn
region x (northern mindanao),white corn,2023-09-01,63833.65333333333,corn
region x (northern mindanao),white corn,2023-10-01,49475.833333333336,corn
region x (northern mindanao),white corn,2023-11-01,49475.833333333336,corn
region x (northern mindanao),white corn,2023-12-01,49475.833333333336,corn
region x (northern mindanao),white corn,2024-01-01,27472.423333333336,corn
region x (northern mindanao),white corn,2024-02-01,27472.423333333336,corn
region x (northern mindanao),white corn,2024-03-01,27472.423333333336,corn
region x (northern mindanao),white corn,2024-04-01,12500.763333333334,corn
region x (northern mindanao),white corn,2024-05-01,12500.763333333334,corn
region x (northern mindanao),white corn,2024-06-01,12500.763333333334,corn
region x (northern mindanao),white corn,2024-07-01,61503.30666666667,corn
region x (northern mindanao),white corn,2024-08-01,61503.30666666667,corn
region x (northern mindanao),white corn,2024-09-01,61503.30666666667,corn
region x (northern mindanao),white corn,2024-10-01,47909.06666666667,corn
region x (northern mindanao),white corn,2024-11-01,47909.06666666667,corn
region x (northern mindanao),white corn,2024-12-01,47909.06666666667,corn
region x (northern mindanao),yellow corn,2020-01-01,69812.98,corn
region x (northern mindanao),yellow corn,2020-02-01,69812.98,corn
region x (northern mindanao),yellow corn,2020-03-01,69812.98,corn
region x (northern mindanao),yellow corn,2020-04-01,13831.073333333334,corn
region x (northern mindanao),yellow corn,2020-05-01,13831.073333333334,corn
region x (northern mindanao),yellow corn,2020-06-01,13831.073333333334,corn
region x (northern mindanao),yellow corn,2020-07-01,91990.91666666667,corn
region x (northern mindanao),yellow corn,2020-08-01,91990.91666666667,corn
region x (northern mindanao),yellow corn,2020-09-01,91990.91666666667,corn
region x (northern mindanao),yellow corn,2020-10-01,101293.45333333332,corn
region x (northern mindanao),yellow corn,2020-11-01,101293.45333333332,corn
region x (northern mindanao),yellow corn,2020-12-01,101293.45333333332,corn
region x (northern mindanao),yellow corn,2021-01-01,73591.60333333333,corn
region x (northern mindanao),yellow corn,2021-02-01,73591.60333333333,corn
region x (northern mindanao),yellow corn,2021-03-01,73591.60333333333,corn
region x (northern mindanao),yellow corn,2021-04-01,15017.1,corn
region x (northern mindanao),yellow corn,2021-05-01,15017.1,corn
region x (northern mindanao),yellow corn,2021-06-01,15017.1,corn
region x (northern mindanao),yellow corn,2021-07-01,89036.86666666665,corn
region x (northern mindanao),yellow corn,2021-08-01,89036.86666666665,corn
region x (northern mindanao),yellow corn,2021-09-01,89036.86666666665,corn
region x (northern mindanao),yellow corn,2021-10-01,135019.33333333334,corn
region x (northern mindanao),yellow corn,2021-11-01,135019.33333333334,corn
region x (northern mindanao),yellow corn,2021-12-01,135019.33333333334,corn
region x (northern mindanao),yellow corn,2022-01-01,70484.02,corn
region x (northern mindanao),yellow corn,2022-02-01,70484.02,corn
region x (northern mindanao),yellow corn,2022-03-01,70484.02,corn
region x (northern mindanao),yellow corn,2022-04-01,20011.803333333333,corn
region x (northern mindanao),yellow corn,2022-05-01,20011.803333333333,corn
region x (northern mindanao),yellow corn,2022-06-01,20011.803333333333,corn
region x (northern mindanao),yellow corn,2022-07-01,91687.93333333333,corn
region x (northern mindanao),yellow corn,2022-08-01,91687.93333333333,corn
region x (northern mindanao),yellow corn,2022-09-01,91687.93333333333,corn
region x (northern mindanao),yellow corn,2022-10-01,138569.63999999998,corn
region x (northern mindanao),yellow corn,2022-11-01,138569.63999999998,corn
region x (northern mindanao),yellow corn,2022-12-01,138569.63999999998,corn
region x (northern mindanao),yellow corn,2023-01-01,77918.36666666667,corn
region x (northern mindanao),yellow corn,2023-02-01,77918.36666666667,corn
region x (northern mindanao),yellow corn,2023-03-01,77918.36666666667,corn
region x (northern mindanao),yellow corn,2023-04-01,20470.28,corn
region x (northern mindanao),yellow corn,2023-05-01,20470.28,corn
region x (northern mindanao),yellow corn,2023-06-01,20470.28,corn
region x (northern mindanao),yellow corn,2023-07-01,115208.73333333334,corn
region x (northern mindanao),yellow corn,2023-08-01,115208.73333333334,corn
region x (northern mindanao),yellow corn,2023-09-01,115208.73333333334,corn
region x (northern mindanao),yellow corn,2023-10-01,139310.4,corn
region x (northern mindanao),yellow corn,2023-11-01,139310.4,corn
region x (northern mindanao),yellow corn,2023-12-01,139310.4,corn
region x (northern mindanao),yellow corn,2024-01-01,83060.45333333332,corn
region x (northern mindanao),yellow corn,2024-02-01,83060.45333333332,corn
region x (northern mindanao),yellow corn,2024-03-01,83060.45333333332,corn
region x (northern mindanao),yellow corn,2024-04-01,18442.86,corn
region x (northern mindanao),yellow corn,2024-05-01,18442.86,corn
region x (northern mindanao),yellow corn,2024-06-01,18442.86,corn
region x (northern mindanao),yellow corn,2024-07-01,114963.03333333333,corn
region x (northern mindanao),yellow corn,2024-08-01,114963.03333333333,corn
region x (northern mindanao),yellow corn,2024-09-01,114963.03333333333,corn
region x (northern mindanao),yellow corn,2024-10-01,146273.56,corn
region x (northern mindanao),yellow corn,2024-11-01,146273.56,corn
region x (northern mindanao),yellow corn,2024-12-01,146273.56,corn
region xi (davao region),corn,2020-01-01,19100.14,corn
region xi (davao region),corn,2020-02-01,19100.14,corn
region xi (davao region),corn,2020-03-01,19100.14,corn
region xi (davao region),corn,2020-04-01,14875.053333333335,corn
region xi (davao region),corn,2020-05-01,14875.053333333335,corn
region xi (davao region),corn,2020-06-01,14875.053333333335,corn
region xi (davao region),corn,2020-07-01,26404.493333333332,corn
region xi (davao region),corn,2020-08-01,26404.493333333332,corn
region xi (davao region),corn,2020-09-01,26404.493333333332,corn
region xi (davao region),corn,2020-10-01,26928.02666666667,corn
region xi (davao region),corn,2020-11-01,26928.02666666667,corn
region xi (davao region),corn,2020-12-01,26928.02666666667,corn
region xi (davao region),corn,2021-01-01,19389.78,corn
region xi (davao region),corn,2021-02-01,19389.78,corn
region xi (davao region),corn,2021-03-01,19389.78,corn
region xi (davao region),corn,2021-04-01,18272.57,corn
region xi (davao region),corn,2021-05-01,18272.57,corn
region xi (davao region),corn,2021-06-01,18272.57,corn
region xi (davao region),corn,2021-07-01,24017.559999999998,corn
region xi (davao region),corn,2021-08-01,24017.559999999998,corn
region xi (davao region),corn,2021-09-01,24017.559999999998,corn
region xi (davao region),corn,2021-10-01,27284.77,corn
region xi (davao region),corn,2021-11-01,27284.77,corn
region xi (davao region),corn,2021-12-01,27284.77,corn
region xi (davao region),corn,2022-01-01,22250.476666666666,corn
region xi (davao region),corn,2022-02-01,22250.476666666666,corn
region xi (davao region),corn,2022-03-01,22250.476666666666,corn
region xi (davao region),corn,2022-04-01,19244.61333333333,corn
region xi (davao region),corn,2022-05-01,19244.61333333333,corn
region xi (davao region),corn,2022-06-01,19244.61333333333,corn
region xi (davao region),corn,2022-07-01,24244.336666666666,corn
region xi (davao region),corn,2022-08-01,24244.336666666666,corn
region xi (davao region),corn,2022-09-01,24244.336666666666,corn
region xi (davao region),corn,2022-10-01,25723.493333333332,corn
region xi (davao region),corn,2022-11-01,25723.493333333332,corn
region xi (davao region),corn,2022-12-01,25723.493333333332,corn
region xi (davao region),corn,2023-01-01,23061.126666666667,corn
region xi (davao region),corn,2023-02-01,23061.126666666667,corn
region xi (davao region),corn,2023-03-01,23061.126666666667,corn
region xi (davao region),corn,2023-04-01,19846.11333333333,corn
region xi (davao region),corn,2023-05-01,19846.11333333333,corn
region xi (davao region),corn,2023-06-01,19846.11333333333,corn
region xi (davao region),corn,2023-07-01,25275.493333333332,corn
region xi (davao region),corn,2023-08-01,25275.493333333332,corn
region xi (davao region),corn,2023-09-01,25275.493333333332,corn
region xi (davao region),corn,2023-10-01,28770.61666666667,corn
region xi (davao region),corn,2023-11-01,28770.61666666667,corn
region xi (davao region),corn,2023-12-01,28770.61666666667,corn
region xi (davao region),corn,2024-01-01,22060.03,corn
region xi (davao region),corn,2024-02-01,22060.03,corn
region xi (davao region),corn,2024-03-01,22060.03,corn
region xi (davao region),corn,2024-04-01,19811.079999999998,corn
region xi (davao region),corn,2024-05-01,19811.079999999998,corn
region xi (davao region),corn,2024-06-01,19811.079999999998,corn
region xi (davao region),corn,2024-07-01,23668.72333333333,corn
region xi (davao region),corn,2024-08-01,23668.72333333333,corn
region xi (davao region),corn,2024-09-01,23668.72333333333,corn
region xi (davao region),corn,2024-10-01,30802.186666666665,corn
region xi (davao region),corn,2024-11-01,30802.186666666665,corn
region xi (davao region),corn,2024-12-01,30802.186666666665,corn
region xi (davao region),irrigated palay,2020-01-01,39912.916666666664,rice
region xi (davao region),irrigated palay,2020-02-01,39912.916666666664,rice
region xi (davao region),irrigated palay,2020-03-01,39912.916666666664,rice
region xi (davao region),irrigated palay,2020-04-01,26502.896666666667,rice
region xi (davao region),irrigated palay,2020-05-01,26502.896666666667,rice
region xi (davao region),irrigated palay,2020-06-01,26502.896666666667,rice
region xi (davao region),irrigated palay,2020-07-01,38376.01333333333,rice
region xi (davao region),irrigated palay,2020-08-01,38376.01333333333,rice
region xi (davao region),irrigated palay,2020-09-01,38376.01333333333,rice
region xi (davao region),irrigated palay,2020-10-01,35980.51333333333,rice
region xi (davao region),irrigated palay,2020-11-01,35980.51333333333,rice
region xi (davao region),irrigated palay,2020-12-01,35980.51333333333,rice
region xi (davao region),irrigated palay,2021-01-01,40133.386666666665,rice
region xi (davao region),irrigated palay,2021-02-01,40133.386666666665,rice
region xi (davao region),irrigated palay,2021-03-01,40133.386666666665,rice
region xi (davao region),irrigated palay,2021-04-01,27040.99666666667,rice
region xi (davao region),irrigated palay,2021-05-01,27040.99666666667,rice
region xi (davao region),irrigated palay,2021-06-01,27040.99666666667,rice
region xi (davao region),irrigated palay,2021-07-01,40538.66333333334,rice
region xi (davao region),irrigated palay,2021-08-01,40538.66333333334,rice
region xi (davao region),irrigated palay,2021-09-01,40538.66333333334,rice
region xi (davao region),irrigated palay,2021-10-01,38353.073333333334,rice
region xi (davao region),irrigated palay,2021-11-01,38353.073333333334,rice
region xi (davao region),irrigated palay,2021-12-01,38353.073333333334,rice
region xi (davao region),irrigated palay,2022-01-01,41915.473333333335,rice
region xi (davao region),irrigated palay,2022-02-01,41915.473333333335,rice
region xi (davao region),irrigated palay,2022-03-01,41915.473333333335,rice
region xi (davao region),irrigated palay,2022-04-01,25482.686666666665,rice
region xi (davao region),irrigated palay,2022-05-01,25482.686666666665,rice
region xi (davao region),irrigated palay,2022-06-01,25482.686666666665,rice
region xi (davao region),irrigated palay,2022-07-01,43335.206666666665,rice
region xi (davao region),irrigated palay,2022-08-01,43335.206666666665,rice
region xi (davao region),irrigated palay,2022-09-01,43335.206666666665,rice
region xi (davao region),irrigated palay,2022-10-01,36915.26333333333,rice
region xi (davao region),irrigated palay,2022-11-01,36915.26333333333,rice
region xi (davao region),irrigated palay,2022-12-01,36915.26333333333,rice
region xi (davao region),irrigated palay,2023-01-01,45502.03,rice
region xi (davao region),irrigated palay,2023-02-01,45502.03,rice
region xi (davao region),irrigated palay,2023-03-01,45502.03,rice
region xi (davao region),irrigated palay,2023-04-01,27079.793333333335,rice
region xi (davao region),irrigated palay,2023-05-01,27079.793333333335,rice
region xi (davao region),irrigated palay,2023-06-01,27079.793333333335,rice
region xi (davao region),irrigated palay,2023-07-01,42458.04666666667,rice
region xi (davao region),irrigated palay,2023-08-01,42458.04666666667,rice
region xi (davao region),irrigated palay,2023-09-01,42458.04666666667,rice
region xi (davao region),irrigated palay,2023-10-01,36984.81333333333,rice
region xi (davao region),irrigated palay,2023-11-01,36984.81333333333,rice
region xi (davao region),irrigated palay,2023-12-01,36984.81333333333,rice
region xi (davao region),irrigated palay,2024-01-01,40913.573333333334,rice
region xi (davao region),irrigated palay,2024-02-01,40913.573333333334,rice
region xi (davao region),irrigated palay,2024-03-01,40913.573333333334,rice
region xi (davao region),irrigated palay,2024-04-01,28272.406666666666,rice
region xi (davao region),irrigated palay,2024-05-01,28272.406666666666,rice
region xi (davao region),irrigated palay,2024-06-01,28272.406666666666,rice
region xi (davao region),irrigated palay,2024-07-01,47085.90333333333,rice
region xi (davao region),irrigated palay,2024-08-01,47085.90333333333,rice
region xi (davao region),irrigated palay,2024-09-01,47085.90333333333,rice
region xi (davao region),irrigated palay,2024-10-01,36504.44,rice
region xi (davao region),irrigated palay,2024-11-01,36504.44,rice
region xi (davao region),irrigated palay,2024-12-01,36504.44,rice
region xi (davao region),palay,2020-01-01,43050.93666666667,rice
region xi (davao region),palay,2020-02-01,43050.93666666667,rice
region xi (davao region),palay,2020-03-01,43050.93666666667,rice
region xi (davao region),palay,2020-04-01,30323.486666666668,rice
region xi (davao region),palay,2020-05-01,30323.486666666668,rice
region xi (davao region),palay,2020-06-01,30323.486666666668,rice
region xi (davao region),palay,2020-07-01,42426.96333333333,rice
region xi (davao region),palay,2020-08-01,42426.96333333333,rice
region xi (davao region),palay,2020-09-01,42426.96333333333,rice
region xi (davao region),palay,2020-10-01,39786.51333333333,rice
region xi (davao region),palay,2020-11-01,39786.51333333333,rice
region xi (davao region),palay,2020-12-01,39786.51333333333,rice
region xi (davao region),palay,2021-01-01,43770.22666666666,rice
region xi (davao region),palay,2021-02-01,43770.22666666666,rice
region xi (davao region),palay,2021-03-01,43770.22666666666,rice
region xi (davao region),palay,2021-04-01,30607.933333333334,rice
region xi (davao region),palay,2021-05-01,30607.933333333334,rice
region xi (davao region),palay,2021-06-01,30607.933333333334,rice
region xi (davao region),palay,2021-07-01,44934.07,rice
region xi (davao region),palay,2021-08-01,44934.07,rice
region xi (davao region),palay,2021-09-01,44934.07,rice
region xi (davao region),palay,2021-10-01,42262.62666666667,rice
region xi (davao region),palay,2021-11-01,42262.62666666667,rice
region xi (davao region),palay,2021-12-01,42262.62666666667,rice
region xi (davao region),palay,2022-01-01,45903.543333333335,rice
region xi (davao region),palay,2022-02-01,45903.543333333335,rice
region xi (davao region),palay,2022-03-01,45903.543333333335,rice
region xi (davao region),palay,2022-04-01,29129.626666666667,rice
region xi (davao region),palay,2022-05-01,29129.626666666667,rice
region xi (davao region),palay,2022-06-01,29129.626666666667,rice
region xi (davao region),palay,2022-07-01,47601.60666666667,rice
region xi (davao region),palay,2022-08-01,47601.60666666667,rice
region xi (davao region),palay,2022-09-01,47601.60666666667,rice
region xi (davao region),palay,2022-10-01,40783.24,rice
region xi (davao region),palay,2022-11-01,40783.24,rice
region xi (davao region),palay,2022-12-01,40783.24,rice
region xi (davao region),palay,2023-01-01,49085.37666666667,rice
region xi (davao region),palay,2023-02-01,49085.37666666667,rice
region xi (davao region),palay,2023-03-01,49085.37666666667,rice
region xi (davao region),palay,2023-04-01,30760.983333333334,rice
region xi (davao region),palay,2023-05-01,30760.983333333334,rice
region xi (davao region),palay,2023-06-01,30760.983333333334,rice
region xi (davao region),palay,2023-07-01,46688.24333333334,rice
region xi (davao region),palay,2023-08-01,46688.24333333334,rice
region xi (davao region),palay,2023-09-01,46688.24333333334,rice
region xi (davao region),palay,2023-10-01,41046.926666666666,rice
region xi (davao region),palay,2023-11-01,41046.926666666666,rice
region xi (davao region),palay,2023-12-01,41046.926666666666,rice
region xi (davao region),palay,2024-01-01,44220.38333333333,rice
region xi (davao region),palay,2024-02-01,44220.38333333333,rice
region xi (davao region),palay,2024-03-01,44220.38333333333,rice
region xi (davao region),palay,2024-04-01,32041.013333333332,rice
region xi (davao region),palay,2024-05-01,32041.013333333332,rice
region xi (davao region),palay,2024-06-01,32041.013333333332,rice
region xi (davao region),palay,2024-07-01,51729.74333333334,rice
region xi (davao region),palay,2024-08-01,51729.74333333334,rice
region xi (davao region),palay,2024-09-01,51729.74333333334,rice
region xi (davao region),palay,2024-10-01,41478.159999999996,rice
region xi (davao region),palay,2024-11-01,41478.159999999996,rice
region xi (davao region),palay,2024-12-01,41478.159999999996,rice
region xi (davao region),rainfed palay,2020-01-01,3138.02,rice
region xi (davao region),rainfed palay,2020-02-01,3138.02,rice
region xi (davao region),rainfed palay,2020-03-01,3138.02,rice
region xi (davao region),rainfed palay,2020-04-01,3820.5866666666666,rice
region xi (davao region),rainfed palay,2020-05-01,3820.5866666666666,rice
region xi (davao region),rainfed palay,2020-06-01,3820.5866666666666,rice
region xi (davao region),rainfed palay,2020-07-01,4050.9500000000003,rice
region xi (davao region),rainfed palay,2020-08-01,4050.9500000000003,rice
region xi (davao region),rainfed palay,2020-09-01,4050.9500000000003,rice
region xi (davao region),rainfed palay,2020-10-01,3806.0,rice
region xi (davao region),rainfed palay,2020-11-01,3806.0,rice
region xi (davao region),rainfed palay,2020-12-01,3806.0,rice
region xi (davao region),rainfed palay,2021-01-01,3636.8433333333337,rice
region xi (davao region),rainfed palay,2021-02-01,3636.8433333333337,rice
region xi (davao region),rainfed palay,2021-03-01,3636.8433333333337,rice
region xi (davao region),rainfed palay,2021-04-01,3566.9366666666665,rice
region xi (davao region),rainfed palay,2021-05-01,3566.9366666666665,rice
region xi (davao region),rainfed palay,2021-06-01,3566.9366666666665,rice
region xi (davao region),rainfed palay,2021-07-01,4395.406666666667,rice
region xi (davao region),rainfed palay,2021-08-01,4395.406666666667,rice
region xi (davao region),rainfed palay,2021-09-01,4395.406666666667,rice
region xi (davao region),rainfed palay,2021-10-01,3909.5533333333333,rice
region xi (davao region),rainfed palay,2021-11-01,3909.5533333333333,rice
region xi (davao region),rainfed palay,2021-12-01,3909.5533333333333,rice
region xi (davao region),rainfed palay,2022-01-01,3988.0699999999997,rice
region xi (davao region),rainfed palay,2022-02-01,3988.0699999999997,rice
region xi (davao region),rainfed palay,2022-03-01,3988.0699999999997,rice
region xi (davao region),rainfed palay,2022-04-01,3646.94,rice
region xi (davao region),rainfed palay,2022-05-01,3646.94,rice
region xi (davao region),rainfed palay,2022-06-01,3646.94,rice
region xi (davao region),rainfed palay,2022-07-01,4266.400000000001,rice
region xi (davao region),rainfed palay,2022-08-01,4266.400000000001,rice
region xi (davao region),rainfed palay,2022-09-01,4266.400000000001,rice
region xi (davao region),rainfed palay,2022-10-01,3867.976666666667,rice
region xi (davao region),rainfed palay,2022-11-01,3867.976666666667,rice
region xi (davao region),rainfed palay,2022-12-01,3867.976666666667,rice
region xi (davao region),rainfed palay,2023-01-01,3583.346666666667,rice
region xi (davao region),rainfed palay,2023-02-01,3583.346666666667,rice
region xi (davao region),rainfed palay,2023-03-01,3583.346666666667,rice
region xi (davao region),rainfed palay,2023-04-01,3681.19,rice
region xi (davao region),rainfed palay,2023-05-01,3681.19,rice
region xi (davao region),rainfed palay,2023-06-01,3681.19,rice
region xi (davao region),rainfed palay,2023-07-01,4230.196666666667,rice
region xi (davao region),rainfed palay,2023-08-01,4230.196666666667,rice
region xi (davao region),rainfed palay,2023-09-01,4230.196666666667,rice
region xi (davao region),rainfed palay,2023-10-01,4062.1133333333332,rice
region xi (davao region),rainfed palay,2023-11-01,4062.1133333333332,rice
region xi (davao region),rainfed palay,2023-12-01,4062.1133333333332,rice
region xi (davao region),rainfed palay,2024-01-01,3306.81,rice
region xi (davao region),rainfed palay,2024-02-01,3306.81,rice
region xi (davao region),rainfed palay,2024-03-01,3306.81,rice
region xi (davao region),rainfed palay,2024-04-01,3768.6066666666666,rice
region xi (davao region),rainfed palay,2024-05-01,3768.6066666666666,rice
region xi (davao region),rainfed palay,2024-06-01,3768.6066666666666,rice
region xi (davao region),rainfed palay,2024-07-01,4643.84,rice
region xi (davao region),rainfed palay,2024-08-01,4643.84,rice
region xi (davao region),rainfed palay,2024-09-01,4643.84,rice
region xi (davao region),rainfed palay,2024-10-01,4973.723333333333,rice
region xi (davao region),rainfed palay,2024-11-01,4973.723333333333,rice
region xi (davao region),rainfed palay,2024-12-01,4973.723333333333,rice
region xi (davao region),white corn,2020-01-01,13360.006666666666,corn
region xi (davao region),white corn,2020-02-01,13360.006666666666,corn
region xi (davao region),white corn,2020-03-01,13360.006666666666,corn
region xi (davao region),white corn,2020-04-01,10727.966666666667,corn
region xi (davao region),white corn,2020-05-01,10727.966666666667,corn
region xi (davao region),white corn,2020-06-01,10727.966666666667,corn
region xi (davao region),white corn,2020-07-01,18978.38666666667,corn
region xi (davao region),white corn,2020-08-01,18978.38666666667,corn
region xi (davao region),white corn,2020-09-01,18978.38666666667,corn
region xi (davao region),white corn,2020-10-01,22220.600000000002,corn
region xi (davao region),white corn,2020-11-01,22220.600000000002,corn
region xi (davao region),white corn,2020-12-01,22220.600000000002,corn
region xi (davao region),white corn,2021-01-01,13684.086666666668,corn
region xi (davao region),white corn,2021-02-01,13684.086666666668,corn
region xi (davao region),white corn,2021-03-01,13684.086666666668,corn
region xi (davao region),white corn,2021-04-01,13621.21,corn
region xi (davao region),white corn,2021-05-01,13621.21,corn
region xi (davao region),white corn,2021-06-01,13621.21,corn
region xi (davao region),white corn,2021-07-01,17209.920000000002,corn
region xi (davao region),white corn,2021-08-01,17209.920000000002,corn
region xi (davao region),white corn,2021-09-01,17209.920000000002,corn
region xi (davao region),white corn,2021-10-01,22387.05,corn
region xi (davao region),white corn,2021-11-01,22387.05,corn
region xi (davao region),white corn,2021-12-01,22387.05,corn
region xi (davao region),white corn,2022-01-01,15387.980000000001,corn
region xi (davao region),white corn,2022-02-01,15387.980000000001,corn
region xi (davao region),white corn,2022-03-01,15387.980000000001,corn
region xi (davao region),white corn,2022-04-01,14085.193333333335,corn
region xi (davao region),white corn,2022-05-01,14085.193333333335,corn
region xi (davao region),white corn,2022-06-01,14085.193333333335,corn
region xi (davao region),white corn,2022-07-01,17378.513333333332,corn
region xi (davao region),white corn,2022-08-01,17378.513333333332,corn
region xi (davao region),white corn,2022-09-01,17378.513333333332,corn
region xi (davao region),white corn,2022-10-01,21136.8,corn
region xi (davao region),white corn,2022-11-01,21136.8,corn
region xi (davao region),white corn,2022-12-01,21136.8,corn
region xi (davao region),white corn,2023-01-01,15741.643333333333,corn
region xi (davao region),white corn,2023-02-01,15741.643333333333,corn
region xi (davao region),white corn,2023-03-01,15741.643333333333,corn
region xi (davao region),white corn,2023-04-01,14956.480000000001,corn
region xi (davao region),white corn,2023-05-01,14956.480000000001,corn
